0	1	1	0	0
0.011	0.996904	0.996904	0.010983	0.010983
0.022	0.993807	0.993807	0.0219319	0.0219319
0.033	0.990711	0.990711	0.0328467	0.0328467
0.044	0.987615	0.987615	0.0437275	0.0437275
0.055	0.984519	0.984519	0.0545743	0.0545743
0.066	0.981422	0.981422	0.0653869	0.0653869
0.077	0.978326	0.978326	0.0761656	0.0761656
0.088	0.97523	0.97523	0.0869101	0.0869101
0.099	0.972134	0.972134	0.0976206	0.0976206
0.11	0.969037	0.969037	0.108297	0.108297
0.121	0.965941	0.965941	0.118939	0.118939
0.132	0.962845	0.962845	0.129548	0.129548
0.143	0.959749	0.959749	0.140122	0.140122
0.154	0.956652	0.956652	0.150662	0.150662
0.165	0.953556	0.953556	0.161168	0.161168
0.176	0.95046	0.95046	0.17164	0.17164
0.187	0.947364	0.947364	0.182078	0.182078
0.198	0.944267	0.944267	0.192482	0.192482
0.209	0.941171	0.941171	0.202852	0.202852
0.22	0.938075	0.938075	0.213188	0.213188
0.231	0.934979	0.934979	0.22349	0.22349
0.242	0.931882	0.931882	0.233758	0.233758
0.253	0.928786	0.928786	0.243991	0.243991
0.264	0.92569	0.92569	0.254191	0.254191
0.275	0.922594	0.922594	0.264357	0.264357
0.286	0.919497	0.919497	0.274488	0.274488
0.297	0.916401	0.916401	0.284586	0.284586
0.308	0.913305	0.913305	0.294649	0.294649
0.319	0.910209	0.910209	0.304678	0.304678
0.33	0.907112	0.907112	0.314674	0.314674
0.341	0.904016	0.904016	0.324635	0.324635
0.352	0.90092	0.90092	0.334562	0.334562
0.363	0.897823	0.897823	0.344455	0.344455
0.374	0.894727	0.894727	0.354314	0.354314
0.385	0.891631	0.891631	0.364139	0.364139
0.396	0.888535	0.888535	0.37393	0.37393
0.407	0.885438	0.885438	0.383687	0.383687
0.418	0.882342	0.882342	0.39341	0.39341
0.429	0.879246	0.879246	0.403098	0.403098
0.44	0.87615	0.87615	0.412753	0.412753
0.451	0.873053	0.873053	0.422374	0.422374
0.462	0.869957	0.869957	0.43196	0.43196
0.473	0.866861	0.866861	0.441513	0.441513
0.484	0.863765	0.863765	0.451031	0.451031
0.495	0.860668	0.860668	0.460515	0.460515
0.506	0.857572	0.857572	0.469966	0.469966
0.517	0.854476	0.854476	0.479382	0.479382
0.528	0.85138	0.85138	0.488764	0.488764
0.539	0.848283	0.848283	0.498112	0.498112
0.55	0.845187	0.845187	0.507426	0.507426
0.561	0.842091	0.842091	0.516706	0.516706
0.572	0.838995	0.838995	0.525952	0.525952
0.583	0.833989	0.833989	0.53516	0.53516
0.594	0.825709	0.825709	0.544289	0.544289
0.605	0.817429	0.817429	0.553326	0.553326
0.616	0.80915	0.80915	0.562272	0.562272
0.627	0.80087	0.80087	0.571127	0.571127
0.638	0.79259	0.79259	0.579891	0.579891
0.649	0.784311	0.784311	0.588564	0.588564
0.66	0.776031	0.776031	0.597146	0.597146
0.671	0.767752	0.767752	0.605637	0.605637
0.682	0.759472	0.759472	0.614037	0.614037
0.693	0.751192	0.751192	0.622345	0.622345
0.704	0.742913	0.742913	0.630563	0.630563
0.715	0.734633	0.734633	0.63869	0.63869
0.726	0.726353	0.726353	0.646725	0.646725
0.737	0.718074	0.718074	0.654669	0.654669
0.748	0.709794	0.709794	0.662523	0.662523
0.759	0.701514	0.701514	0.670285	0.670285
0.77	0.693235	0.693235	0.677956	0.677956
0.781	0.684955	0.684955	0.685536	0.685536
0.792	0.676676	0.676676	0.693025	0.693025
0.803	0.668396	0.668396	0.700423	0.700423
0.814	0.660116	0.660116	0.70773	0.70773
0.825	0.651837	0.651837	0.714945	0.714945
0.836	0.643557	0.643557	0.72207	0.72207
0.847	0.635277	0.635277	0.729104	0.729104
0.858	0.626998	0.626998	0.736046	0.736046
0.869	0.618718	0.618718	0.742898	0.742898
0.88	0.610438	0.610438	0.749658	0.749658
0.891	0.602159	0.602159	0.756327	0.756327
0.902	0.593879	0.593879	0.762905	0.762905
0.913	0.5856	0.5856	0.769393	0.769393
0.924	0.57732	0.57732	0.775789	0.775789
0.935	0.56904	0.56904	0.782094	0.782094
0.946	0.560761	0.560761	0.788307	0.788307
0.957	0.552481	0.552481	0.79443	0.79443
0.968	0.544201	0.544201	0.800462	0.800462
0.979	0.535922	0.535922	0.806403	0.806403
0.99	0.527642	0.527642	0.812252	0.812252
1.001	0.519363	0.519363	0.818011	0.818011
1.012	0.511083	0.511083	0.823678	0.823678
1.023	0.502803	0.502803	0.829255	0.829255
1.034	0.494524	0.494524	0.83474	0.83474
1.045	0.486244	0.486244	0.840134	0.840134
1.056	0.477964	0.477964	0.845437	0.845437
1.067	0.469685	0.469685	0.850649	0.850649
1.078	0.461405	0.461405	0.85577	0.85577
1.089	0.453125	0.453125	0.8608	0.8608
1.1	0.444846	0.444846	0.865739	0.865739
1.111	0.436566	0.436566	0.870587	0.870587
1.122	0.428287	0.428287	0.875344	0.875344
1.133	0.420007	0.420007	0.880009	0.880009
1.144	0.411727	0.411727	0.884584	0.884584
1.155	0.403448	0.403448	0.889067	0.889067
1.166	0.393337	0.393337	0.893452	0.893452
1.177	0.382573	0.382573	0.89772	0.89772
1.188	0.371808	0.371808	0.901869	0.901869
1.199	0.361044	0.361044	0.9059	0.9059
1.21	0.350279	0.350279	0.909812	0.909812
1.221	0.339515	0.339515	0.913606	0.913606
1.232	0.32875	0.32875	0.917281	0.917281
1.243	0.317986	0.317986	0.920838	0.920838
1.254	0.307221	0.307221	0.924277	0.924277
1.265	0.296457	0.296457	0.927597	0.927597
1.276	0.285692	0.285692	0.930799	0.930799
1.287	0.274928	0.274928	0.933882	0.933882
1.298	0.264163	0.264163	0.936847	0.936847
1.309	0.253399	0.253399	0.939694	0.939694
1.32	0.242634	0.242634	0.942422	0.942422
1.331	0.23187	0.23187	0.945032	0.945032
1.342	0.221105	0.221105	0.947523	0.947523
1.353	0.210341	0.210341	0.949896	0.949896
1.364	0.199576	0.199576	0.952151	0.952151
1.375	0.188812	0.188812	0.954287	0.954287
1.386	0.178047	0.178047	0.956304	0.956304
1.397	0.167283	0.167283	0.958204	0.958204
