0 	5.1202e+06 	11162 	6.7464e+05 	
0.94248 	5.1168e+06 	14053 	6.752e+05 	
1.885 	5.1124e+06 	17690 	6.759e+05 	
2.8274 	5.107e+06 	22262 	6.7679e+05 	
3.7699 	5.1001e+06 	28007 	6.779e+05 	
4.5841 	5.0928e+06 	34151 	6.7909e+05 	
5.2966 	5.085e+06 	40621 	6.8035e+05 	
5.9506 	5.0767e+06 	47624 	6.8172e+05 	
6.5238 	5.0682e+06 	54739 	6.8311e+05 	
7.0548 	5.0592e+06 	62262 	6.8459e+05 	
7.5498 	5.0497e+06 	70186 	6.8614e+05 	
8.0135 	5.0397e+06 	78506 	6.8778e+05 	
8.4278 	5.0298e+06 	86753 	6.894e+05 	
8.8191 	5.0196e+06 	95314 	6.911e+05 	
9.1898 	5.009e+06 	1.0418e+05 	6.9285e+05 	
9.5423 	4.998e+06 	1.1336e+05 	6.9468e+05 	
9.8784 	4.9866e+06 	1.2283e+05 	6.9656e+05 	
10.2 	4.9749e+06 	1.3259e+05 	6.9852e+05 	
10.507 	4.9628e+06 	1.4265e+05 	7.0053e+05 	
10.803 	4.9504e+06 	1.5299e+05 	7.0261e+05 	
11.088 	4.9376e+06 	1.6362e+05 	7.0475e+05 	
11.362 	4.9245e+06 	1.7453e+05 	7.0696e+05 	
11.627 	4.9111e+06 	1.8571e+05 	7.0923e+05 	
11.87 	4.898e+06 	1.9659e+05 	7.1144e+05 	
12.106 	4.8846e+06 	2.0769e+05 	7.1371e+05 	
12.334 	4.8709e+06 	2.1903e+05 	7.1603e+05 	
12.557 	4.857e+06 	2.306e+05 	7.1841e+05 	
12.773 	4.8428e+06 	2.424e+05 	7.2084e+05 	
12.983 	4.8282e+06 	2.5442e+05 	7.2333e+05 	
13.189 	4.8135e+06 	2.6667e+05 	7.2588e+05 	
13.389 	4.7984e+06 	2.7914e+05 	7.2848e+05 	
13.585 	4.783e+06 	2.9184e+05 	7.3114e+05 	
13.776 	4.7674e+06 	3.0476e+05 	7.3385e+05 	
13.963 	4.7515e+06 	3.179e+05 	7.3662e+05 	
14.146 	4.7353e+06 	3.3126e+05 	7.3946e+05 	
14.326 	4.7188e+06 	3.4484e+05 	7.4235e+05 	
14.502 	4.7021e+06 	3.5865e+05 	7.453e+05 	
